,Title,Author,Description,Num_ratings,Avg_rating,Genres_list,Main_genre,Secondary_genre,Num_pages,ISBN,Link
162,The Last Gunfight,Jeff Guinn,"A New York Times bestseller, Jeff Guinn's definitive, myth-busting account of the most famous gunfight in American history reveals who Wyatt Earp, Doc Holliday, and the Clantons and McLaurys really were and what the shootout was all about.On the afternoon of October 26, 1881, in a vacant lot in Tombstone, Arizona, a confrontation between eight armed men erupted in a deadly shootout. The Gunfight at the O.K. Corral would shape how future generations came to view the Old West. Wyatt Earp, Doc Holliday, and the Clantons became the stuff of legends, symbolic of a frontier populated by good guys in white hats and villains in black ones. It's a colorful story--but the truth is even better. Drawing on new material from private collections--including diaries, letters, and Wyatt Earp's own hand-drawn sketch of the shootout's conclusion--as well as archival research, Jeff Guinn gives us a startlingly different and far more fascinating picture of what actually happened that day in Tombstone and why.",2168,3.93,"{'history': 133, 'non-fiction': 88, 'american-history': 47, 'westerns': 35, 'historical': 14}",history,non-fiction,392,9781439154243,https://www.goodreads.com//book/show/9587101-the-last-gunfight
163,Life's Little Instruction Book,H. Jackson Brown Jr.,"A few years ago, Jack Brown jotted down a list of fatherly advice for his son as Adam left home to begin a new life as a college freshman. That list became Life's Little Instruction Book, the phenomenal guide that has sold more than five million copies. Now Brown offers a second list, and Adam says ""It's more useful than the first one"".",3332,4.00,"{'non-fiction': 58, 'self-help': 56, 'philosophy': 15}",non-fiction,self-help,208,9780007145171,https://www.goodreads.com//book/show/6202997-life-s-little-instruction-book
164,Understanding Comics,Scott McCloud,"The bestselling international classic on storytelling and visual communication""You must read this book."" — Neil GaimanPraised throughout the cartoon industry by such luminaries as Art Spiegelman, Matt Groening, and Will Eisner, Scott McCloud's Understanding Comics is a seminal examination of comics art: its rich history, surprising technical components, and major cultural significance. Explore the secret world between the panels, through the lines, and within the hidden symbols of a powerful but misunderstood art form.",103608,3.97,"{'comics': 1513, 'graphic-novels': 1173, 'non-fiction': 1117, 'art': 524, 'design': 181}",comics,graphic-novels,215,null,https://www.goodreads.com//book/show/102920.Understanding_Comics
165,Teach Your Own,John Holt,"The classic and indispensable work on teaching children at home, fully updated for today's new laws, new lifestyles, and the growing new generation of homeschooling parentsToday more than one and a half million children are being taught at home by their own parents. In this expanded edition of the book that helped launch the whole movement, Pat Farenga has distilled John Holt's timeless understanding of the ways children come to understand the world and added up-to-the-moment legal, financial, and logistical advice. No parent even considering homeschooling should be without this wise and unique reference.Rather than proposing that parents turn their homes into miniature schools, Holt and Farenga demonstrate how ordinary parents can help children grow as social, active learners. Chapters on living with children, ""serious play,"" children and work, and learning difficulties will fascinate and encourage parents and help them enjoy each ""homeschool"" day. John Holt's warm understanding of children and his passionate belief in every child's ability to learn have made this book the bible of homeschooling families everywhere.",1536,4.09,"{'education': 129, 'parenting': 82, 'non-fiction': 51}",education,parenting,368,9780738206943,https://www.goodreads.com//book/show/573002.Teach_Your_Own
166,How to Grow More Vegetables,John Jeavons,"A classic in the field of sustainable gardening, HOW TO GROW MORE VEGETABLES shows how to produce a beautiful organic garden with minimal watering and care, whether it's just a few tomatoes in a tiny backyard or enough food to feed a family of four on less than half an acre. Updated with the latest biointensive tips and techniques, this is an essential reference for gardeners of all skill levels seeking to grow some or all of their own food.",1534,4.09,"{'gardening': 179, 'non-fiction': 56, 'reference': 19}",gardening,non-fiction,240,9781580082334,https://www.goodreads.com//book/show/529041.How_to_Grow_More_Vegetables
167,Please Understand Me,David Keirsey,"Professor Keirsey is a long time clinical psychologist of the gestalt-field systems school. After 30 years of treating hundreds of teaching, parenting, marriage, and management problems, Dr. Keirsey now challenges the reader to ""Abandon the Pygmalion Project"", that endless and fruitless attempt to change the Other into a carbon copy of Oneself.",8806,4.10,"{'psychology': 385, 'non-fiction': 162, 'self-help': 76, 'reference': 22}",psychology,non-fiction,210,9780960695409,https://www.goodreads.com//book/show/104191.Please_Understand_Me
168,Color,Victoria Finlay,"Discover the tantalizing true stories behind your favorite colors.For example: Cleopatra used saffron—a source of the color yellow—for seduction. Extracted from an Afghan mine, the blue “ultramarine” paint used by Michelangelo was so expensive he couldn’t afford to buy it himself. Since ancient times, carmine red—still found in lipsticks and Cherry Coke today—has come from the blood of insects.",62661,3.79,"{'non-fiction': 523, 'art': 504, 'history': 343, 'science': 90, 'travel': 63, 'art-history': 51}",non-fiction,art,464,9780812971422,https://www.goodreads.com//book/show/19596.Color
169,What Hath God Wrought,Daniel Walker Howe,"The Oxford History of the United States is by far the most respected multi-volume history of our nation. In this Pulitzer prize-winning, critically acclaimed addition to the series, historian Daniel Walker Howe illuminates the period from the battle of New Orleans to the end of the Mexican-American War, an era when the United States expanded to the Pacific and won control over the richest part of the North American continent.A panoramic narrative, What Hath God Wrought portrays revolutionary improvements in transportation and communications that accelerated the extension of the American empire. Railroads, canals, newspapers, and the telegraph dramatically lowered travel times and spurred the spread of information. These innovations prompted the emergence of mass political parties and stimulated America's economic development from an overwhelmingly rural country to a diversified economy in which commerce and industry took their place alongside agriculture. In his story, the author weaves together political and military events with social, economic, and cultural history. Howe examines the rise of Andrew Jackson and his Democratic party, but contends that John Quincy Adams and other Whigs--advocates of public education and economic integration, defenders of the rights of Indians, women, and African-Americans--were the true prophets of America's future. In addition, Howe reveals the power of religion to shape many aspects of American life during this period, including slavery and antislavery, women's rights and other reform movements, politics, education, and literature. Howe's story of American expansion culminates in the bitterly controversial but brilliantly executed war waged against Mexico to gain California and Texas for the United States.Winner of the New-York Historical Society American History Book PrizeFinalist, 2007 National Book Critics Circle Award for NonfictionThe Oxford History of the United StatesThe Oxford History of the United States is the most respected multi-volume history of our nation. The series includes three Pulitzer Prize winners, a New York Times bestseller, and winners of the Bancroft and Parkman Prizes. The Atlantic Monthly has praised it as ""the most distinguished series in American historical scholarship,"" a series that ""synthesizes a generation's worth of historical inquiry and knowledge into one literally state-of-the-art book."" Conceived under the general editorship of C. Vann Woodward and Richard Hofstadter, and now under the editorship of David M. Kennedy, this renowned series blends social, political, economic, cultural, diplomatic, and military history into coherent and vividly written narrative.",7471,4.11,"{'history': 622, 'american-history': 194, 'non-fiction': 153, 'politics': 30}",history,american-history,904,9780195078947,https://www.goodreads.com//book/show/1102243.What_Hath_God_Wrought
170,American Fire,Monica Hesse,"Shocked by a five-month arson spree that left rural Virginia reeling, Washington Post reporter Monica Hesse drove down to Accomack County to cover the trial of Charlie Smith, who pled guilty to sixty-seven counts of arson. But Charlie wasn't lighting fires alone: he had an accomplice, his girlfriend Tonya Bundick. Through her depiction of the dangerous shift that happened in their passionate relationship, Hesse brilliantly brings to life the once-thriving coastal community and its distressed inhabitants, who had already been decimated by a punishing economy before they were terrified by a string of fires they could not explain. Incorporating this drama into the long-overlooked history of arson in the United States, American Fire re-creates the anguished nights that this quiet county spent lit up in flames, mesmerizingly evoking a microcosm of rural America - a land half gutted before the fires even began.",12826,3.79,"{'non-fiction': 706, 'true-crime': 476, 'crime': 124, 'audiobook': 69}",non-fiction,true-crime,255,9781631490514,https://www.goodreads.com//book/show/32191677-american-fire
171,Imperial Life in the Emerald City,Rajiv Chandrasekaran,"An unprecedented account of life in Baghdad’s Green Zone, a walled-off enclave of towering plants, posh villas, and sparkling swimming pools that was the headquarters for the American occupation of Iraq.The Washington Post’s former Baghdad bureau chief Rajiv Chandrasekaran takes us with him into the Zone: into a bubble, cut off from wartime realities, where the task of reconstructing a devastated nation competed with the distractions of a Little America—a half-dozen bars stocked with cold beer, a disco where women showed up in hot pants, a movie theater that screened shoot-’em-up films, an all-you-could-eat buffet piled high with pork, a shopping mall that sold pornographic movies, a parking lot filled with shiny new SUVs, and a snappy dry-cleaning service—much of it run by Halliburton. Most Iraqis were barred from entering the Emerald City for fear they would blow it up. Drawing on hundreds of interviews and internal documents, Chandrasekaran tells the story of the people and ideas that inhabited the Green Zone during the occupation, from the imperial viceroy L. Paul Bremer III to the fleet of twentysomethings hired to implement the idea that Americans could build a Jeffersonian democracy in an embattled Middle Eastern country. In the vacuum of postwar planning, Bremer ignores what Iraqis tell him they want or need and instead pursues irrelevant neoconservative solutions—a flat tax, a sell-off of Iraqi government assets, and an end to food rationing. His underlings spend their days drawing up pie-in-the-sky policies, among them a new traffic code and a law protecting microchip designs, instead of rebuilding looted buildings and restoring electricity production. His almost comic initiatives anger the locals and help fuel the insurgency. Chandrasekaran details Bernard Kerik’s ludicrous attempt to train the Iraqi police and brings to light lesser known but typical travesties: the case of the twenty-four-year-old who had never worked in finance put in charge of reestablishing Baghdad’s stock exchange; a contractor with no previous experience paid millions to guard a closed airport; a State Department employee forced to bribe Americans to enlist their help in preventing Iraqi weapons scientists from defecting to Iran; Americans willing to serve in Iraq screened by White House officials for their views on Roe v. Wade; people with prior expertise in the Middle East excluded in favor of lesser-qualified Republican Party loyalists. Finally, he describes Bremer’s ignominious departure in 2004, fleeing secretly in a helicopter two days ahead of schedule. This is a startling portrait of an Oz-like place where a vital aspect of our government’s folly in Iraq played out. It is a book certain to be talked about for years to come.",5603,4.03,"{'history': 167, 'non-fiction': 99, 'politics': 39, 'war': 35, 'military-fiction': 30}",history,non-fiction,320,9781400044870,https://www.goodreads.com//book/show/22121.Imperial_Life_in_the_Emerald_City
172,The Universe in a Single Atom,Dalai Lama XIV,"Galileo, Copernicus, Newton, Niels Bohr, Einstein. Their insights shook our perception of who we are and where we stand in the world, and in their wake have left an uneasy coexistence: science vs. religion, faith vs. empirical inquiry. Which is the keeper of truth? Which is the true path to understanding reality?After forty years of study with some of the greatest scientific minds, as well as a lifetime of meditative, spiritual, and philosophic study, the Dalai Lama presents a brilliant analysis of why all avenues of inquiry—scientific as well as spiritual—must be pursued in order to arrive at a complete picture of the truth. Through an examination of Darwinism and karma, quantum mechanics and philosophical insight into the nature of reality, neurobiology and the study of consciousness, the Dalai Lama draws significant parallels between contemplative and scientific examinations of reality.This breathtakingly personal examination is a tribute to the Dalai Lama’s teachers—both of science and spirituality. The legacy of this book is a vision of the world in which our different approaches to understanding ourselves, our universe, and one another can be brought together in the service of humanity.",7945,4.05,"{'non-fiction': 235, 'science': 217, 'buddhism': 186, 'philosophy': 178, 'spirituality': 160, 'religion': 116}",non-fiction,science,224,9780767920810,https://www.goodreads.com//book/show/100629.The_Universe_in_a_Single_Atom
173,The Bell Curve,Richard J. Herrnstein,"The controversial book linking intelligence to class and race in modern society, and what public policy can do to mitigate socioeconomic differences in IQ, birth rate, crime, fertility, welfare, and poverty.",2434,3.55,"{'psychology': 143, 'science': 129, 'non-fiction': 117, 'politics': 81, 'sociology': 72, 'education': 34, 'economics': 22}",psychology,science,912,9780684824291,https://www.goodreads.com//book/show/223556.The_Bell_Curve
174,"Maus II (Maus, #2)",Art Spiegelman,"Acclaimed as a quiet triumph and a brutally moving work of art, the first volume of Art Spieglman's Maus introduced readers to Vladek Spiegleman, a Jewish survivor of Hitler's Europe, and his son, a cartoonist trying to come to terms with his father, his father's terrifying story, and History itself. Its form, the cartoon (the Nazis are cats, the Jews mice), succeeds perfectly in shocking us out of any lingering sense of familiararity with the events described, approaching, as it does, the unspeakable through the diminutive.This second volume, subtitled And Here My Troubles Began, moves us from the barracks of Auschwitz to the bungalows of the Catskills. Genuinely tragic and comic by turns, it attains a complexity of theme and a precision of thought new to comics and rare in any medium. Maus ties together two powerful stories: Vladek's harrowing tale of survival against all odds, delineating the paradox of daily life in the death camps, and the author's account of his tortured relationship with his aging father. At every level this is the ultimate survivor's tale - and that too of the children who somehow survive even the survivors.",118189,4.39,"{'graphic-novels': 2793, 'comics': 1123, 'non-fiction': 978, 'history': 935, 'memoir': 505, 'holocaust': 484, 'biography': 408, 'historical': 300, 'war': 259, 'graphic-novels-comics': 212}",graphic-novels,comics,144,9780679729778,https://www.goodreads.com//book/show/15197.Maus_II
175,Flash Boys,Michael   Lewis,"Four years after his #1 bestseller The Big Short, Michael Lewis returns to Wall Street to report on a high-tech predator stalking the equity markets.Flash Boys is about a small group of Wall Street guys who figure out that the U.S. stock market has been rigged for the benefit of insiders and that, post–financial crisis, the markets have become not more free but less, and more controlled by the big Wall Street banks. Working at different firms, they come to this realization separately; but after they discover one another, the flash boys band together and set out to reform the financial markets. This they do by creating an exchange in which high-frequency trading—source of the most intractable problems—will have no advantage whatsoever.The characters in Flash Boys are fabulous, each completely different from what you think of when you think “Wall Street guy.” Several have walked away from jobs in the financial sector that paid them millions of dollars a year. From their new vantage point they investigate the big banks, the world’s stock exchanges, and high-frequency trading firms as they have never been investigated, and expose the many strange new ways that Wall Street generates profits.The light that Lewis shines into the darkest corners of the financial world may not be good for your blood pressure, because if you have any contact with the market, even a retirement account, this story is happening to you. But in the end, Flash Boys is an uplifting read. Here are people who have somehow preserved a moral sense in an environment where you don’t get paid for that; they have perceived an institutionalized injustice and are willing to go to war to fix it.",64515,4.15,"{'non-fiction': 1203, 'business': 778, 'finance': 615, 'economics': 467, 'history': 171}",non-fiction,business,288,9780393244663,https://www.goodreads.com//book/show/20604826-flash-boys
176,Full Body Burden,Kristen Iversen,"Full Body Burden is a haunting work of narrative nonfiction about a young woman, Kristen Iversen, growing up in a small Colorado town close to Rocky Flats, a secret nuclear weapons plant once designated ""the most contaminated site in America."" It's the story of a childhood and adolescence in the shadow of the Cold War, in a landscape at once startlingly beautiful and—unknown to those who lived there—tainted with invisible yet deadly particles of plutonium.It's also a book about the destructive power of secrets—both family and government. Her father's hidden liquor bottles, the strange cancers in children in the neighborhood, the truth about what was made at Rocky Flats (cleaning supplies, her mother guessed)—best not to inquire too deeply into any of it.But as Iversen grew older, she began to ask questions. She learned about the infamous 1969 Mother's Day fire, in which a few scraps of plutonium spontaneously ignited and—despite the desperate efforts of firefighters—came perilously close to a ""criticality,"" the deadly blue flash that signals a nuclear chain reaction. Intense heat and radiation almost melted the roof, which nearly resulted in an explosion that would have had devastating consequences for the entire Denver metro area. Yet the only mention of the fire was on page 28 of the Rocky Mountain News, underneath a photo of the Pet of the Week. In her early thirties, Iversen even worked at Rocky Flats for a time, typing up memos in which accidents were always called ""incidents.""And as this memoir unfolds, it reveals itself as a brilliant work of investigative journalism—a detailed and shocking account of the government's sustained attempt to conceal the effects of the toxic and radioactive waste released by Rocky Flats, and of local residents' vain attempts to seek justice in court. Here, too, are vivid portraits of former Rocky Flats workers—from the healthy, who regard their work at the plant with pride and patriotism, to the ill or dying, who battle for compensation for cancers they got on the job.Based on extensive interviews, FBI and EPA documents, and class-action testimony, this taut, beautifully written book promises to have a very long half-life.",3072,4.03,"{'non-fiction': 154, 'memoir': 86, 'history': 55, 'science': 31}",non-fiction,memoir,416,9780307955630,https://www.goodreads.com//book/show/13153931-full-body-burden
177,Barbarians At The Gate,Bryan Burrough,"This is the story of the largest corporate take-over in American history. With a stake of $25 billion, the battle for the control of RJR Nabisco during October and November 1988 became a symbol of the greed and power-mongering of the eighties. This gripping narrative reveals the truth behind a Wall Street gamble that sent shock waves through the international business world. The rules were simple:--NEVER PAY IN CASH--NEVER TELL THE TRUTH--NEVER PLAY BY THE RULES.",29049,4.25,"{'business': 752, 'non-fiction': 359, 'finance': 312, 'history': 159, 'economics': 113}",business,non-fiction,,9780099469155,https://www.goodreads.com//book/show/221081.Barbarians_At_The_Gate
178,Cruel World,Lynn H. Nicholas,"In this riveting, powerful narrative, Lynn Nicholas shows how children under the Nazis became mere objects available for use in the service of the totalitarian state. Nicholas recounts the euthanasia and eugenic selection, racist indoctrination, kidnapping and “Germanization,” mass executions, and slave labor to which the Nazis subjected Europe’s children. She also captures the uprooted children’s search for their families in the aftermath of the war. A disturbing and absolutely necessary work, Cruel World opens a new chapter in World War II studies.",88,4.18,"{'history': 22, 'non-fiction': 7, 'holocaust': 6, 'world-war-ii': 5, 'european-history': 3}",history,non-fiction,656,9780679776635,https://www.goodreads.com//book/show/688717.Cruel_World
179,Race And Culture,Thomas Sowell,"Encompassing more than a decade of research around the globe, this book shows that cultural capital has far more impact than politics, prejudice, or genetics on the social and economic fates of minorities, nations, and civilization.",607,4.23,"{'history': 47, 'politics': 38, 'non-fiction': 32, 'economics': 30, 'sociology': 27, 'race': 20, 'cultural': 19}",history,politics,352,9780465067978,https://www.goodreads.com//book/show/265091.Race_And_Culture
180,Kon-Tiki,Thor Heyerdahl,"Kon-Tiki is the record of an astonishing adventure -- a journey of 4,300 nautical miles across the Pacific Ocean by raft. Intrigued by Polynesian folklore, biologist Thor Heyerdahl suspected that the South Sea Islands had been settled by an ancient race from thousands of miles to the east, led by a mythical hero, Kon-Tiki. He decided to prove his theory by duplicating the legendary voyage.On April 28, 1947, Heyerdahl and five other adventurers sailed from Peru on a balsa log raft. After three months on the open sea, encountering raging storms, whales, and sharks, they sighted land -- the Polynesian island of Puka Puka.Translated into sixty-five languages, Kon-Tiki is a classic, inspiring tale of daring and courage -- a magnificent saga of men against the sea.Washington Square Press' Enriched Classics present the great works of world literature enhanced for the contemporary reader. This edition of Kon-Tiki has been prepared by an editorial committee headed by Harry Shefter, professor of English at New York University. It includes a foreword by the author, a selection of critical excerpts, notes, an index, and a unique visual essay of the voyage.",19202,4.12,"{'non-fiction': 628, 'travel': 425, 'adventure': 323, 'history': 235, 'classics': 145, 'biography': 101}",non-fiction,travel,240,9780671726522,https://www.goodreads.com//book/show/790171.Kon_Tiki
181,"The General Theory of Employment, Interest, and Money",John Maynard Keynes,"Distinguished British economist John Maynard Keynes (1883-1946) set off a series of movements that drastically altered the ways in which economists view the world. In his most important work, The General Theory of Employment, Interest, and Money (1936), Keynes critiqued the laissez-faire policies of his day, particularly the proposition that a normally functioning market economy would bring full employment. Keynes's forward-looking work transformed economics from merely a descriptive and analytic discipline into one that is policy oriented. For Keynes, enlightened government intervention in a nation's economic life was essential to curbing what he saw as the inherent inequalities and instabilities of unregulated capitalism.",4585,3.84,"{'economics': 894, 'non-fiction': 175, 'politics': 68, 'philosophy': 64, 'business': 52, 'finance': 46}",economics,non-fiction,403,9781573921398,https://www.goodreads.com//book/show/303615.The_General_Theory_of_Employment_Interest_and_Money
182,Courtesans and Fishcakes,James Davidson,"The luxury of the ancient world is legendary, but the Athenian reputation is sober because this wealthy, successful city-state spent all its money on the conspicuous consumption of ephemeral things. Their consuming passions for food, wine and sex drove their society, as well as generating the rich web of privilege, transgression, guilt and taboo for which they are remembered today. Using pamphlets, comic satires, forensic speeches - from authors as illustrious as Plato and as ignored as Philaenis - as source material - this study combines a traditional classicist's rigour with an appreciation of the new analytical techniques pioneered in gender and cultural studies to provide an alternative view of ancient Athenian culture and to bring its reality into a focus easier on the modern eye.",465,3.92,"{'history': 133, 'non-fiction': 50, 'ancient-history': 27, 'greece': 20, 'classics': 11, 'food': 11}",history,non-fiction,416,9780060977665,https://www.goodreads.com//book/show/47096.Courtesans_and_Fishcakes
183,Affluenza,John De Graaf,"affluenza, n. a painful, contagious, socially transmitted condition of overload, debt, anxiety, and waste resulting from the dogged pursuit of more.We tried to warn you! The 2008 economic collapse proved how resilient and dangerous affluenza can be. Now in its third edition, this book can safely be called prophetic in showing how problems ranging from loneliness, endless working hours, and family conflict to rising debt, environmental pollution, and rampant commercialism are all symptoms of this global plague.The new edition traces the role overconsumption played in the Great Recession, discusses new ways to measure social health and success (such as the Gross Domestic Happiness index), and offers policy recommendations to make our society more simplicity-friendly. The underlying message isn't to stop buying--it's to remember, always, that the best things in life aren't things.",2543,3.76,"{'non-fiction': 170, 'sociology': 41, 'economics': 32, 'politics': 16, 'sustainability': 12}",non-fiction,sociology,288,9781576753576,https://www.goodreads.com//book/show/48829.Affluenza
184,Close to Shore,Michael Capuzzo,"Combining rich historical detail and a harrowing, pulse-pounding narrative, Close to Shore brilliantly re-creates the summer of 1916, when a rogue Great White shark attacked swimmers along the New Jersey shore, triggering mass hysteria and launching the most extensive shark hunt in history. During the summer before the United States entered World War I, when ocean swimming was just becoming popular and luxurious Jersey Shore resorts were thriving as a chic playland for an opulent yet still innocent era's new leisure class, Americans were abruptly introduced to the terror of sharks. In July 1916 a lone Great White left its usual deep-ocean habitat and headed in the direction of the New Jersey shoreline. There, near the towns of Beach Haven and Spring Lake-and, incredibly, a farming community eleven miles inland-the most ferocious and unpredictable of predators began a deadly rampage: the first shark attacks on swimmers in U.S. history. For Americans celebrating an astoundingly prosperous epoch much like our own, fueled by the wizardry of revolutionary inventions, the arrival of this violent predator symbolized the limits of mankind's power against nature.Interweaving a vivid portrait of the era and meticulously drawn characters with chilling accounts of the shark's five attacks and the frenzied hunt that ensued, Michael Capuzzo has created a nonfiction historical thriller with the texture of Ragtime and the tension of Jaws. From the unnerving inevitability of the first attack on the esteemed son of a prosperous Philadelphia physician to the spine-tingling moment when a farm boy swimming in Matawan Creek feels the sandpaper-like skin of the passing shark, Close to Shore is an undeniably gripping saga.Heightening the drama are stories of the resulting panic in the citizenry, press and politicians, and of colorful personalities such as Herman Oelrichs, a flamboyant millionaire who made a bet that a shark was no match for a man (and set out to prove it); Museum of Natural History ichthyologist John Treadwell Nichols, faced with the challenge of stopping a mythic sea creature about which little was known; and, most memorable, the rogue Great White itself moving through a world that couldn't conceive of either its destructive power or its moral right to destroy.Scrupulously researched and superbly written, Close to Shore brings to life a breathtaking, pivotal moment in American history. Masterfully written and suffused with fascinating period detail and insights into the science and behavior of sharks, Close to Shore recounts a breathtaking, pivotal moment in American history with startling immediacy.",5031,3.85,"{'non-fiction': 287, 'history': 231, 'american-history': 36, 'animals': 34, 'historical': 29, 'nature': 21}",non-fiction,history,318,9780767904148,https://www.goodreads.com//book/show/872971.Close_to_Shore
185,Hitler Youth,Susan Campbell Bartoletti,"""I begin with the young. We older ones are used up . . . But my magnificent youngsters! Look at these men and boys! What material! With them, I can create a new world."" --Adolf Hitler, Nuremberg 1933 By the time Hitler became Chancellor of Germany in 1933, 3.5 million children belonged to the Hitler Youth. It would become the largest youth group in history. Susan Campbell Bartoletti explores how Hitler gained the loyalty, trust, and passion of so many of Germany's young people. Her research includes telling interviews with surviving Hitler Youth members.",4985,4.08,"{'non-fiction': 312, 'history': 243, 'holocaust': 64, 'world-war-ii': 63}",non-fiction,history,176,9780439353793,https://www.goodreads.com//book/show/93995.Hitler_Youth
186,Think Like a Freak,Steven D. Levitt,"The New York Times bestselling Freakonomics changed the way we see the world, exposing the hidden side of just about everything. Then came SuperFreakonomics, a documentary film, an award-winning podcast, and more.Now, with Think Like a Freak, Steven D. Levitt and Stephen J. Dubner have written their most revolutionary book yet. With their trademark blend of captivating storytelling and unconventional analysis, they take us inside their thought process and teach us all to think a bit more productively, more creatively, more rationally—to think, that is, like a Freak.Levitt and Dubner offer a blueprint for an entirely new way to solve problems, whether your interest lies in minor lifehacks or major global reforms. As always, no topic is off-limits. They range from business to philanthropy to sports to politics, all with the goal of retraining your brain. Along the way, you’ll learn the secrets of a Japanese hot-dog-eating champion, the reason an Australian doctor swallowed a batch of dangerous bacteria, and why Nigerian e-mail scammers make a point of saying they’re from Nigeria.Some of the steps toward thinking like a Freak:First, put away your moral compass—because it’s hard to see a problem clearly if you’ve already decided what to do about it.Learn to say “I don’t know”—for until you can admit what you don’t yet know, it’s virtually impossible to learn what you need to.Think like a child—because you’ll come up with better ideas and ask better questions.Take a master class in incentives—because for better or worse, incentives rule our world.Learn to persuade people who don’t want to be persuaded—because being right is rarely enough to carry the day.Learn to appreciate the upside of quitting—because you can’t solve tomorrow’s problem if you aren’t willing to abandon today’s dud.Levitt and Dubner plainly see the world like no one else. Now you can too. Never before have such iconoclastic thinkers been so revealing—and so much fun to read.",44482,3.85,"{'non-fiction': 1300, 'economics': 535, 'business': 388, 'psychology': 258, 'self-help': 153, 'audiobook': 138}",non-fiction,economics,304,9780062218360,https://www.goodreads.com//book/show/17331349-think-like-a-freak
187,The New Bill James Historical Baseball Abstract,Bill James,"When Bill James published his original Historical Baseball Abstract in 1985, he produced an immediate classic, hailed by the Chicago Tribune as the “holy book of baseball.” Now, baseball's beloved “Sultan of Stats” (The Boston Globe) is back with a fully revised and updated edition for the new millennium.Like the original, The New Bill James Historical Baseball Abstract is really several books in one. The Game provides a century's worth of American baseball history, told one decade at a time, with energetic facts and figures about How, Where, and by Whom the game was played. In The Players, you'll find listings of the top 100 players at each position in the major leagues, along with James's signature stats-based ratings method called “Win Shares,” a way of quantifying individual performance and calculating the offensive and defensive contributions of catchers, pitchers, infielders, and outfielders. And there's more: the Reference section covers Win Shares for each season and each player, and even offers a Win Share team comparison. A must-have for baseball fans and historians alike, The New Bill James Historical Baseball Abstract is as essential, entertaining, and enlightening as the sport itself.",5275,4.25,"{'baseball': 231, 'sports': 174, 'non-fiction': 72, 'history': 26, 'reference': 16}",baseball,sports,1024,9780743227223,https://www.goodreads.com//book/show/232459.The_New_Bill_James_Historical_Baseball_Abstract
188,"The Gulag Archipelago, 1918-1956",Aleksandr Solzhenitsyn,A classic bestseller--this monumental work from a Nobel Prize-winning writer documents Soviet political repression.,1761,4.46,"{'history': 174, 'non-fiction': 66, 'russia': 44, 'biography': 19}",history,non-fiction,718,9780813332901,https://www.goodreads.com//book/show/914228.The_Gulag_Archipelago_1918_1956
189,Parting the Waters,Taylor Branch,"First of a 3-volume social history, Parting the Waters is more than a biography of the Rev. Martin Luther King Jr. during the decade preceding his emergence as a national figure. This 1000-page effort, which won the Pulitzer Prize as well as the National Book Critics Circle Award for General Nonfiction, profiles the key players & events that helped shape the American social landscape following WWII but before the civil-rights movement of the 60s reached its climax. Branch then goes a step further, endeavoring to explain how the struggles evolved as they did by probing the influences of the main actors while discussing the manner in which events conspired to create fertile ground for change. Also analyzing the beginnings of black self-consciousness, this book maps the structure of segregation & bigotry in America between '54 & '63. The author considers the constantly changing behavior of those in Washington with regard to the injustice of offical racism operating in many states at this time.Forerunner: Vernon Johns Rockefeller and Ebenezer Niebuhr and the Pool TablesFirst Trombone The Montgomery Bus BoycottA Taste of the World The Quickening Shades of PoliticsA Pawn of HistoryThe Kennedy TransitionBaptism on Wheels The Summer of Freedom RidesMoses in McComb, King in Kansas City Almost Christmas in Albany Hoover's Triangle and King's MachineThe Fireman's Last Reprieve The Fall of Ole MissTo Birmingham Greenwood and Birmingham JailThe Children's Miracle Firestorm The March on Washington Crossing Over: Nightmares and Dreams",8637,4.33,"{'history': 529, 'non-fiction': 230, 'biography': 124, 'american-history': 90, 'politics': 72, 'race': 61}",history,non-fiction,1062,9780333529454,https://www.goodreads.com//book/show/99199.Parting_the_Waters
190,The Paranoid Style in American Politics and Other Essays,Richard Hofstadter,"This timely reissue of Richard Hofstadter's classic work on the fringe groups that influence American electoral politics offers an invaluable perspective on contemporary domestic affairs. In The Paranoid Style in American Politics, acclaimed historian Richard Hofstadter examines the competing forces in American political discourse and how fringe groups can influence — and derail — the larger agendas of a political party. He investigates the politics of the irrational, shedding light on how the behavior of individuals can seem out of proportion with actual political issues, and how such behavior impacts larger groups. With such other classic essays as “Free Silver and the Mind of 'Coin' Harvey” and “What Happened to the Antitrust Movement?”, The Paranoid Style in American Politics remains both a seminal text of political history and a vital analysis of the ways in which political groups function in the United States.""Recent months have witnessed an attack of unprecedented passion and ferocity against the national government. The Republican Party has apparently embarked on a crusade to destroy national standards, national projects, and national regulations and to transfer domestic governing authority from the national government to the states. A near majority of the Supreme Court even seems to want to replace the Constitution by the Articles of Confederation…""Unbridled rhetoric is having consequences far beyond anything that antigovernment politicians intend. The flow of angry words seems to have activated and in a sense legitimized what the historian Richard Hofstadter called the 'paranoid strain' in American politics."" - Arthur Schlesinger, Jr., Wall Street Journal, June 7, 1995",1104,4.16,"{'politics': 144, 'history': 82, 'non-fiction': 51, 'essays': 44, 'american-history': 22, 'political-science': 18, 'philosophy': 12}",politics,history,346,9780674654617,https://www.goodreads.com//book/show/241061.The_Paranoid_Style_in_American_Politics_and_Other_Essays
